SiteID,Month,SetTime,EndTime,Hours,Weather,TrapType,TrapNumber,IsEmpty,IsCompromised,Species,TotalNumber,NumMales,NumFemales,Male1,Male2,Male3,Male4,Male5,Male6,Male7,Male8,Male9,Male10,Female1,Female2,Female3,Female4,Female5,Female6,Female7,Female8,Female9,Female10,Mortalities,Gravid,WSGNotes,MonitorNotes,EGCID
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Fukui,1,N,N,OLMA,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,1,N,N,ELFS,9,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,1,N,N,HEOR,26,23,3,12,21,17,22,18,15,15,21,15,12,12,12,17,,,,,,,,0,0,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,1,N,N,LEAR,20,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Fukui,2,N,N,HENU,1,1,0,21,,,,,,,,,,,,,,,,,,,,0,0,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Fukui,2,N,N,HEOR,1,1,0,16,,,,,,,,,,,,,,,,,,,,0,0,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Fukui,2,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,2,N,N,ELFS,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,2,N,N,HEOR,10,9,1,19,10,21,15,18,15,20,10,16,,10,,,,,,,,,,0,0,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,2,N,N,LEAR,6,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,2,N,N,OLMA,12,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Fukui,3,N,N,HEOR,1,1,0,17,,,,,,,,,,,,,,,,,,,,0,0,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,3,N,N,ELFS,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,3,N,N,HEOR,4,3,1,16,15,14,,,,,,,,12,,,,,,,,,,0,0,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,3,N,N,LEAR,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/24/20 16:56,6/25/20 16:59,24.05,Clear,Minnow,3,N,N,OLMA,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Fukui,1,N,N,HEOR,3,3,0,19,18,19,,,,,,,,,,,,,,,,,,0,0,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Fukui,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Minnow,1,N,N,HEOR,35,33,2,12,17,16,17,22,20,15,20,13,21,16,15,,,,,,,,,0,0,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Minnow,1,N,N,LEAR,10,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Fukui,2,N,N,HEOR,9,9,0,19,15,16,20,14,15,18,18,17,,,,,,,,,,,,0,0,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Fukui,2,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Minnow,2,N,N,ELFS,9,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Minnow,2,N,N,HEOR,13,11,2,18,21,17,17,15,20,16,16,14,13,14,12,,,,,,,,,0,0,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Minnow,2,N,N,LEAR,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Minnow,2,N,N,OLMA,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Fukui,3,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Fukui,3,N,N,OLMA,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Minnow,3,N,N,ELFS,5,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/22/20 16:46,7/23/20 16:51,24.08,Clouds,Minnow,3,N,N,HEOR,2,1,1,17,,,,,,,,,,17,,,,,,,,,,0,0,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Fukui,1,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Minnow,1,N,N,ELFS,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Minnow,1,N,N,HENU,1,1,0,22,,,,,,,,,,,,,,,,,,,,0,0,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Minnow,1,N,N,HEOR,37,28,9,15,17,17,20,21,18,17,16,20,15,20,15,20,16,16,15,17,18,18,,0,0,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Minnow,1,N,N,OLMA,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Fukui,2,N,N,HEOR,10,8,2,18,176,18,16,14,14,14,17,,,19,17,,,,,,,,,0,0,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Minnow,2,N,N,HEOR,12,6,6,19,15,14,17,16,17,,,,,16,15,16,17,16,15,,,,,0,0,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Minnow,2,N,N,OLMA,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Fukui,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Minnow,3,N,N,HEOR,5,3,2,21,19,18,,,,,,,,15,14,,,,,,,,,0,0,,,
308,September,9/28/20 9:39,9/29/20 10:10,24.52,Clear,Minnow,3,N,N,OLMA,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Fukui,1,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Minnow,1,N,N,HEOR,1,1,0,13,,,,,,,,,,,,,,,,,,,,0,0,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Minnow,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Minnow,1,N,N,OLMA,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Fukui,2,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Minnow,2,N,N,HEOR,2,1,1,17,,,,,,,,,,14,,,,,,,,,,0,0,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Minnow,2,N,N,LEAR,30,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Minnow,2,N,N,OLMA,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Fukui,3,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Minnow,3,N,N,ELFS,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Minnow,3,N,N,HEOR,1,1,0,14,,,,,,,,,,,,,,,,,,,,0,0,,,
308,April,4/19/21 17:26,4/20/21 16:21,22.92,Clear,Minnow,3,N,N,LEAR,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
207,May,5/26/17 14:50,5/27/17 9:20,18.5,Clear,Minnow,2,N,N,HEOR,67,63,4,21,14,16,21,25,15,22,21,14,22,12,20,12,19,,,,,,,0,1,,1 gravid female,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Fukui,1,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,1,N,N,ELFS,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,1,N,N,HEOR,20,15,5,18,17,14,15,19,13,14,21,17,16,12,13,16,20,18,,,,,,0,0,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,1,N,N,LEAR,27,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,1,N,N,OLMA,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Fukui,2,N,N,HEOR,1,1,0,20,,,,,,,,,,,,,,,,,,,,0,0,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Fukui,2,N,N,LEAR,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,2,N,N,ELFS,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,2,N,N,HEOR,1,1,0,13,,,,,,,,,,,,,,,,,,,,0,0,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,2,N,N,LEAR,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,2,N,N,OLMA,22,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Fukui,3,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,3,N,N,ELFS,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,3,N,N,HEOR,5,4,1,18,22,16,16,,,,,,,19,,,,,,,,,,0,0,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,3,N,N,LEAR,10,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/17/21 17:33,5/18/21 16:11,22.63,Clouds,Minnow,3,N,N,OLMA,14,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Fukui,1,N,N,HEOR,6,6,0,18,18,17,21,19,17,,,,,,,,,,,,,,,0,0,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Fukui,1,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,1,N,N,HEOR,33,30,3,16,19,21,17,20,19,17,17,21,19,18,18,16,,,,,,,,0,0,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,1,N,N,LEAR,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Fukui,2,N,N,HENU,1,1,0,21,,,,,,,,,,,,,,,,,,,,0,0,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Fukui,2,N,N,HEOR,6,5,1,18,17,17,18,16,,,,,,17,,,,,,,,,,0,0,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Fukui,2,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,2,N,N,ELFS,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,2,N,N,HEOR,19,12,7,19,16,17,16,18,17,15,14,12,13,16,16,18,19,20,15,16,,,,0,0,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,2,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,2,N,N,OLMA,11,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Fukui,3,N,N,HEOR,2,2,0,19,15,,,,,,,,,,,,,,,,,,,0,0,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,3,N,N,ELFS,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,3,N,N,HEOR,12,10,2,17,18,17,16,18,21,17,16,15,18,15,17,,,,,,,,,0,0,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,3,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,June,6/29/21 18:02,6/30/21 17:13,23.18,Clear,Minnow,3,N,N,OLMA,5,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Fukui,1,N,N,HEOR,1,1,0,26,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,1,N,N,ELFS,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,1,N,N,HEOR,4,4,0,17,18,14,12,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,1,N,N,LEAR,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Fukui,2,N,N,HEOR,2,2,0,15,14,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,2,N,N,ELFS,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,2,N,N,HEOR,8,6,2,18,15,15,14,17,16,,,,,16,14,,,,,,,,,0,0,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,2,N,N,LEAR,5,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,2,N,N,OLMA,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Fukui,3,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,3,N,N,ELFS,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,3,N,N,HEOR,3,2,1,17,11,,,,,,,,,15,,,,,,,,,,0,0,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,3,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,3,N,N,OLMA,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/18/22 16:44,5/19/22 10:02,17.3,Clear,Minnow,3,N,N,SAND,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Fukui,1,N,N,HEOR,3,3,0,19,26,17,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,1,N,N,ELFS,5,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,1,N,N,HEOR,30,27,3,21,19,19,23,22,17,14,21,22,22,18,19,19,,,,,,,,0,0,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,1,N,N,LEAR,12,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,1,N,N,OLMA,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Fukui,2,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,2,N,N,ELFS,5,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,2,N,N,HEOR,85,82,3,25,27,27,21,19,21,22,24,21,19,14,18,17,,,,,,,,0,0,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,2,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,2,N,N,OLMA,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Fukui,3,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,3,N,N,ELFS,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,3,N,N,HENU,1,1,0,16,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,3,N,N,HEOR,28,27,1,22,21,21,23,20,22,18,21,22,21,14,,,,,,,,,,0,0,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,3,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,July,7/14/22 15:00,7/15/22 8:28,17.46666667,Clear,Minnow,3,N,N,OLMA,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Fukui,1,N,N,HEOR,4,4,0,26,23,20,21,,,,,,,,,,,,,,,,,0,,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Minnow,1,N,N,ELFS,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Minnow,1,N,N,HENU,5,1,4,29,,,,,,,,,,25,26,27,27,,,,,,,0,0,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Minnow,1,N,N,HEOR,121,104,17,25,26,22,22,22,21,21,22,24,26,19,22,16,17,19,21,21,11,16,15,1,0,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Minnow,1,N,N,OLMA,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Fukui,2,N,N,HENU,1,1,0,32,,,,,,,,,,,,,,,,,,,,0,,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Fukui,2,N,N,HEOR,2,2,0,18,20,,,,,,,,,,,,,,,,,,,0,,,,
214,April,4/19/22 15:50,4/20/22 8:20,16.5,Clear,Minnow,3,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,1 gravid female,
250,July,7/9/17 12:30,7/10/17 12:30,24,Clear,Fukui,1,N,N,HEOR,52,48,4,22,16,18,15,20,19,15,18,15,18,18,16,16,16,,,,,,,0,1,,1 gravid female,
371,July,7/15/17 15:10,7/16/17 15:20,24.17,Clear,Fukui,2,N,N,HEOR,129,121,8,22,22,21,20,20,21,22,24,20,19,23,21,22,22,23,19,22,28,,,0,1,,1 gravid female,
371,July,7/15/17 15:10,7/16/17 15:20,24.17,Clear,Minnow,3,N,N,HEOR,112,104,8,25,17,22,17,18,24,15,20,20,20,22,20,21,19,14,17,18,17,,,0,1,,1 gravid female,
371,August,8/22/17 12:20,8/23/17 11:30,23.17,Clear,Fukui,2,N,N,HEOR,289,277,12,22,24,20,21,25,20,20,18,19,19,20,20,22,24,21,16,20,20,17,19,0,1,,1 gravid female,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Fukui,3,N,N,HENU,3,3,0,35,34,29,,,,,,,,,,,,,,,,,,0,,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Fukui,3,N,N,HEOR,13,13,0,19,23,21,27,21,23,19,21,20,20,,,,,,,,,,,0,,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Minnow,3,N,N,ELFS,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Minnow,3,N,N,HEOR,36,28,8,24,16,21,21,25,19,24,21,22,23,22,18,20,19,15,19,21,20,,,0,0,,,
308,August,8/23/22 11:00,8/24/22 7:16,20.26666667,Clear,Minnow,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Fukui,1,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,1,N,N,ELFS,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,1,N,N,HENU,6,5,1,29,30,29,20,22,,,,,,23,,,,,,,,,,0,0,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,1,N,N,HEOR,49,42,7,24,24,21,27,21,25,18,25,22,22,19,21,18,22,19,21,21,,,,0,0,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,1,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Fukui,2,N,N,HENU,5,5,0,34,34,32,36,36,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Fukui,2,N,N,HEOR,10,9,1,25,24,28,25,24,29,15,23,24,,21,,,,,,,,,,0,0,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Fukui,2,N,N,MEMA,1,1,0,33,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Fukui,2,N,N,PAHI,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,2,N,N,ELFS,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,2,N,N,GAAC,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,2,N,N,HENU,3,3,0,24,26,23,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,2,N,N,HEOR,46,32,14,20,26,18,21,26,23,21,21,23,19,19,18,18,23,18,16,22,23,17,15,0,0,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Fukui,3,N,N,HENU,5,4,1,30,31,30,22,,,,,,,32,,,,,,,,,,0,0,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Fukui,3,N,N,HEOR,3,2,1,25,24,,,,,,,,,21,,,,,,,,,,0,0,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Fukui,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Fukui,3,N,N,PAHI,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,3,N,N,HENU,1,1,0,20,,,,,,,,,,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,3,N,N,HEOR,11,11,0,21,26,19,22,15,18,23,18,25,18,,,,,,,,,,,0,,,,
308,September,9/22/22 11:14,9/23/22 8:17,21.05,Clouds,Minnow,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/10/23 16:41,4/11/23 11:21,18.66666667,LightRain,Fukui,1,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,April,4/10/23 16:41,4/11/23 11:21,18.66666667,LightRain,Minnow,1,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,April,4/10/23 16:41,4/11/23 11:21,18.66666667,LightRain,Fukui,2,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,April,4/10/23 16:41,4/11/23 11:21,18.66666667,LightRain,Minnow,2,N,N,BROK,6,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/10/23 16:41,4/11/23 11:21,18.66666667,LightRain,Minnow,2,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,April,4/10/23 16:41,4/11/23 11:21,18.66666667,LightRain,Fukui,3,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,April,4/10/23 16:41,4/11/23 11:21,18.66666667,LightRain,Minnow,3,N,N,HEOR,1,1,0,22,,,,,,,,,,,,,,,,,,,,0,0,,,
308,April,4/10/23 16:41,4/11/23 11:21,18.66666667,LightRain,Minnow,3,N,N,ELFS,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/8/23 16:11,5/9/23 10:20,18.15,Clouds,Fukui,1,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,May,5/8/23 16:11,5/9/23 10:20,18.15,Clouds,Minnow,1,N,N,HEOR,5,5,0,22,22,18,22,13,,,,,,,,,,,,,,,,0,0,,,
308,May,5/8/23 16:11,5/9/23 10:20,18.15,Clouds,Minnow,1,N,N,ELFS,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
308,May,5/8/23 16:11,5/9/23 10:20,18.15,Clouds,Minnow,1,N,N,LEAR,7,,,,,,,,,,,,,,,,,,,,,,,0,,,,
