Effort_Type,Date_Deployed,Date_Retrieved,StartTime_Deployed,EndTime_Deployed,StartTime_Retrieved,EndTime_Retrieved,Weather,Personnel,Management_Area,Waterbody,Site_ID,Site_Name,Index,DistanceMouth,Site_Info,County,Trap_Effort,Trap_Type,Trap_Number,Trap_Info,Bait,Latitude,Longitude,Date_Checked,Year,CAMA_Total,CAMA_Male,CAMA_Female,HEOR,LEAR,HENU,GAAC,CYAG,MEMA,PAHI,PAGR,COAS,OLMA,FLAT,PLST,BAAT,NASS,BROK,SAND,BUBB,ILOB,JELL,TECH,ELFS,MEGR,CAPR,PAMA Present,PAMA,Other_Bycatch,Mortalities,Notes,Data_Source,TrackedChanges
Removal,4/26/21,4/30/21,9:50,10:16,13:18,13:45,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,120,Fukui,20-P,C.P.23,Mackerel,48.989406,-122.754144,4/27/21,2021,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/30/21,9:50,10:16,13:18,13:45,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,120,Minnow,139-Y,C.P.24,Mackerel,48.989454,-122.753868,4/27/21,2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/30/21,9:50,10:16,13:18,13:45,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,120,Minnow,1400-P,C.P.25,Mackerel,48.989484,-122.753725,4/27/21,2021,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/30/21,9:50,10:16,13:18,13:45,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,120,Fukui,574-P,C.P.26,Mackerel,48.989564,-122.753291,4/27/21,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/30/21,9:50,10:16,13:18,13:45,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,120,Fukui,12-P,C.P.27,Mackerel,48.989519,-122.753813,4/27/21,2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/30/21,9:50,10:16,13:18,13:45,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,120,Minnow,185-Y,C.P.28,Mackerel,48.989577,-122.754141,4/27/21,2021,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/30/21,9:50,10:16,13:18,13:45,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,120,Minnow,158-P,C.P.29,Mackerel,48.988397,-122.754957,4/27/21,2021,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,14,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/30/21,9:50,10:16,13:18,13:45,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,120,Fukui,648-P,C.P.30,Mackerel,48.988268,-122.754957,4/27/21,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,668-P,C.DC.01,Mackerel,48.97244,-122.73162,4/27/21,2021,0,0,0,27,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,166-Y,C.DC.02,Mackerel,48.972464,-122.731907,4/27/21,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,1320-G,C.DC.03,Mackerel,48.972655,-122.732068,4/27/21,2021,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,194-Y,C.DC.04,Mackerel,48.972787,-122.732185,4/27/21,2021,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,57-P,C.DC.05,Mackerel,48.972837,-122.732376,4/27/21,2021,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,115-Y,C.DC.06,Mackerel,48.972976,-122.732562,4/27/21,2021,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,1131-Y,C.DC.07,Mackerel,48.973038,-122.732754,4/27/21,2021,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,178-Y,C.DC.08,Mackerel,48.973137,-122.732941,4/27/21,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,1404-R,C.DC.09,Mackerel,48.973243,-122.733175,4/27/21,2021,0,0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,104-Y,C.DC.10,Mackerel,48.973324,-122.733318,4/27/21,2021,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,142-P,C.DC.11,Mackerel,48.973439,-122.733444,4/27/21,2021,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,184-Y,C.DC.12,Mackerel,48.973525,-122.733689,4/27/21,2021,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,1106-Y,C.DC.13,Mackerel,48.9736154,-122.7338746,4/27/21,2021,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,1156-Y,C.DC.14,Mackerel,48.973679,-122.734071,4/27/21,2021,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,1426-R,C.DC.15,Mackerel,48.97374,-122.734239,4/27/21,2021,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,1181-Y,C.DC.16,Mackerel,48.97378,-122.734431,4/27/21,2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,1178-B,C.DC.17,Mackerel,48.973815,-122.73462,4/27/21,2021,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,1100-Y,C.DC.18,Mackerel,48.97379,-122.734804,4/27/21,2021,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Minnow,141-P,C.DC.19,Mackerel,48.973824,-122.735038,4/27/21,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/29/21,11:00,11:28,14:15,14:53,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,Dakota Creek,,,Core,Whatcom,60,Fukui,141-Y,C.DC.20,Mackerel,48.973802,-122.735215,4/27/21,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,128-Y,C.CC.01,Mackerel,48.961808,-122.73338,4/27/21,2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,146-P,C.CC.02,Mackerel,48.961802,-122.73354,4/27/21,2021,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 5 to 0 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,176-Y,C.CC.03,Mackerel,48.961783,-122.733663,4/27/21,2021,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 0 to 1 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,184-P,C.CC.04,Mackerel,48.961789,-122.733751,4/27/21,2021,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 1 to 0 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,1172-Y,C.CC.05,Mackerel,48.961772,-122.733889,4/27/21,2021,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,1121-Y,C.CC.06,Mackerel,48.96175,-122.733996,4/27/21,2021,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 6 to 0 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,1175-Y,C.CC.07,Mackerel,48.961745,-122.734063,4/27/21,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 0 to 3 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,1072-B,C.CC.08,Mackerel,48.961748,-122.73419,4/27/21,2021,0,0,0,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 1 to 0 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,148-Y,C.CC.09,Mackerel,48.961643,-122.734267,4/27/21,2021,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,182-Y,C.CC.10,Mackerel,48.961576,-122.734304,4/27/21,2021,0,0,0,16,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,None Detected,0,0,LEAR-1,-,WDFW,Changed the BAAT value from 1 to 0 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,1177-Y,C.CC.11,Mackerel,48.961523,-122.734306,4/27/21,2021,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,193-P,C.CC.12,Mackerel,48.961479,-122.734304,4/27/21,2021,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,145-Y,C.CC.13,Mackerel,48.961416,-122.734294,4/27/21,2021,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the CYAG value from 0 to 1 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,192-P,C.CC.14,Mackerel,48.961341,-122.734253,4/27/21,2021,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 2 to 0 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,123-Y,C.CC.15,Mackerel,48.961294,-122.734209,4/27/21,2021,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,None Detected,0,0,CYAG-1,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,662-P,C.CC.16,Mackerel,48.961238,-122.734148,4/27/21,2021,0,0,0,6,24,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,121-Y,C.CC.17,Mackerel,48.96118,-122.734102,4/27/21,2021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 0 to 5 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,157-P,C.CC.18,Mackerel,48.961106,-122.734088,4/27/21,2021,0,0,0,47,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 1 to 0 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,1190-Y,C.CC.19,Mackerel,48.96105,-122.734018,4/27/21,2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 0 to 1 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,35-P,C.CC.20,Mackerel,48.960983,-122.733974,4/27/21,2021,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,119-Y,C.CC.21,Mackerel,48.960922,-122.733929,4/27/21,2021,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,20,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 0 to 6 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,1399-G,C.CC.22,Mackerel,48.960865,-122.733894,4/27/21,2021,0,0,0,11,4,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 2 to 0 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,1167-Y,C.CC.23,Mackerel,48.96081,-122.733876,4/27/21,2021,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 0 to 2 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,1151-Y,C.CC.24,Mackerel,48.96075,-122.73385,4/27/21,2021,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,None Detected,0,0,0,-,WDFW,
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Fukui,164-Y,C.CC.25,Mackerel,48.960696,-122.733839,4/27/21,2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,None Detected,0,0,0,-,WDFW,Changed the BAAT value from 0 to 1 - NG
Removal,4/26/21,4/28/21,12:15,12:55,13:30,13:57,Cloudy,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,60,Minnow,196-P,C.CC.26,Mackerel,48.960636,-122.733843,4/27/21,2021,0,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,
